Issue Type,Summary,Status,Updated,Created,Priority,Issue key,Issue id,Parent id,Reporter,Assignee,Resolved,Time Spent
Task,The Paths of the Dead are taken,Done,2021-10-18 21:44:00,2021-10-07 23:49:00,High,LR-7394,303934,,Legolas,Samwise Gamgee,2021-10-14 18:06:00,
Task,Saruman's betrayal is revealed,Done,2021-10-18 21:44:00,2021-10-04 00:25:00,High,LR-3800,302876,,Samwise Gamgee,Boromir,2021-10-14 18:06:00,
Task,Gandalf returns to Middle-Earth,Done,2021-10-18 21:44:00,2021-10-04 00:20:00,High,LR-8667,302872,,Aragorn,Legolas,2021-10-14 18:06:00,
Sub-task,The Mines of Moria are breached,Done,2021-12-19 11:56:00,2021-10-16 01:00:00,Unspecified,LR-7201,306157,325111.0,Frodo Baggins,Legolas,2021-10-16 01:00:00,1800.0
Sub-task,Eowyn defeats the Witch-king,Done,2021-10-18 21:44:00,2021-10-14 11:00:00,Unspecified,LR-2504,305666,301883.0,Legolas,Gandalf,2021-10-14 11:00:00,
Sub-task,Gollum's betrayal leads to chaos,Done,2021-12-19 11:57:00,2021-10-16 01:00:00,Unspecified,LR-2481,306158,325111.0,Frodo Baggins,Saruman,2021-10-16 01:00:00,2100.0
Sub-task,The One Ring has been found,Done,2021-10-18 21:44:00,2021-10-16 08:41:00,High,LR-2477,306226,302123.0,Boromir,Boromir,2021-10-16 13:21:00,10800.0
Sub-task,Gollum's betrayal leads to chaos,Done,2021-11-04 15:35:00,2021-10-18 15:11:00,ASAP,LR-1973,307173,302550.0,Frodo Baggins,Legolas,2021-10-29 08:20:00,
Sub-task,Saruman's betrayal is revealed,Done,2021-10-23 01:07:00,2021-10-16 00:46:00,Medium,LR-8109,306155,303762.0,Pippin Took,Legolas,2021-10-18 10:45:00,5400.0
Sub-task,The fellowship forms in Rivendell,Done,2021-10-18 21:44:00,2021-10-10 11:00:00,High,LR-6277,304673,304173.0,Gimli,Boromir,2021-10-17 14:18:00,19800.0
Sub-task,The battle of Pelennor Fields,Done,2021-11-04 15:35:00,2021-10-18 09:58:00,Medium,LR-4874,307048,301883.0,Samwise Gamgee,Frodo Baggins,2021-10-21 09:12:00,3600.0
Sub-task,Frodo and Sam reach Mount Doom,Done,2021-11-04 15:35:00,2021-10-17 18:33:00,Unspecified,LR-3472,306915,305741.0,Legolas,Aragorn,2021-10-31 10:28:00,
Sub-task,Gollum's betrayal leads to chaos,Done,2021-11-29 21:37:00,2021-10-14 16:54:00,ASAP,LR-6919,305747,305741.0,Gimli,Gandalf,2021-11-28 17:00:00,18000.0
Sub-task,The Ents march on Isengard,Done,2021-11-04 15:35:00,2021-10-14 16:54:00,ASAP,LR-8280,305745,305741.0,Aragorn,Saruman,2021-10-28 09:47:00,59400.0
Sub-task,Gandalf returns to Middle-Earth,Done,2021-11-04 15:35:00,2021-10-14 16:53:00,High,LR-3615,305743,305741.0,Gimli,Aragorn,2021-10-21 16:14:00,118800.0
Sub-task,Gandalf returns to Middle-Earth,Done,2021-11-04 15:35:00,2021-10-14 16:52:00,High,LR-5274,305742,305741.0,Gandalf the Grey,Boromir,2021-10-22 05:41:00,97200.0
Story,Frodo and Sam reach Mount Doom,Done,2021-12-23 12:50:00,2021-10-18 14:53:00,ASAP,LR-3291,307168,,Boromir,Gimli,2021-11-05 15:12:00,23400.0
Story,The Shire is restored to peace,Done,2021-11-04 15:35:00,2021-09-26 14:26:00,ASAP,LR-8421,300519,,Pippin Took,Saruman,2021-10-21 12:08:00,23400.0
Story,The Paths of the Dead are taken,Done,2021-11-08 10:41:00,2021-09-27 16:48:00,High,LR-5165,300920,,Samwise Gamgee,Frodo Baggins,2021-11-06 16:22:00,9000.0
Story,The Mines of Moria are breached,Done,2022-01-22 15:39:00,2021-09-18 17:05:00,ASAP,LR-3492,298015,,Aragorn,Legolas,2022-01-21 13:13:00,3600.0
Story,Saruman's betrayal is revealed,Done,2021-12-16 09:39:00,2021-10-02 10:39:00,Medium,LR-4305,302107,,Pippin Took,Saruman,2021-12-16 09:39:00,24600.0
Story,Gollum's betrayal leads to chaos,Done,2021-12-10 10:10:00,2021-10-02 11:05:00,High,LR-6236,302123,,Gimli,Aragorn,2021-12-03 15:03:00,34200.0
Sub-task,The Shire is restored to peace,Done,2021-11-08 10:41:00,2021-09-16 11:22:00,High,LR-7000,297039,280222.0,Gimli,Legolas,2021-11-06 13:51:00,10800.0
Story,Gollum's betrayal leads to chaos,Done,2022-01-13 16:02:00,2021-10-15 12:15:00,High,LR-1084,305942,,Boromir,Boromir,2022-01-09 17:11:00,176400.0
Epic,Gandalf returns to Middle-Earth,Done,2022-01-09 17:14:00,2021-10-02 21:21:00,High,LR-1190,302426,,Frodo Baggins,Boromir,2021-12-10 16:55:00,
Story,The battle of Pelennor Fields,Done,2021-11-04 15:35:00,2021-10-03 11:26:00,ASAP,LR-3854,302550,,Samwise Gamgee,Samwise Gamgee,2021-10-23 12:37:00,21300.0
Story,Gollum's betrayal leads to chaos,Done,2022-01-30 17:03:00,2021-09-13 18:53:00,Unspecified,LR-8277,296575,,Frodo Baggins,Gandalf,2022-01-27 17:55:00,
Story,The Paths of the Dead are taken,Done,2021-11-18 19:11:00,2021-10-10 00:16:00,Medium,LR-2398,304579,,Pippin Took,Legolas,2021-11-12 11:40:00,28800.0
Story,The Shire is restored to peace,Done,2022-02-18 15:17:00,2021-09-19 16:59:00,Unspecified,LR-1006,298450,,Aragorn,Boromir,2022-02-18 10:12:00,3600.0
Story,The battle of Pelennor Fields,Done,2021-11-08 10:41:00,2021-10-09 17:43:00,ASAP,LR-2735,304513,,Gimli,Samwise Gamgee,2021-11-05 10:20:00,50400.0
Story,Gandalf returns to Middle-Earth,Done,2021-11-27 16:04:00,2021-10-18 12:34:00,High,LR-3165,307121,,Aragorn,Gandalf,2021-11-11 10:00:00,79200.0
Story,The Paths of the Dead are taken,Done,2021-11-04 15:35:00,2021-10-07 14:45:00,High,LR-2578,303762,,Boromir,Boromir,2021-10-23 23:46:00,34200.0
Story,Aragorn claims the throne of Gondor,Done,2021-11-04 15:35:00,2021-10-17 00:36:00,Medium,LR-9912,306523,,Samwise Gamgee,Gimli,2021-10-31 15:54:00,63000.0
Story,Eowyn defeats the Witch-king,Done,2021-11-29 21:37:00,2021-10-08 16:40:00,High,LR-5970,304173,,Gimli,Samwise Gamgee,2021-11-29 14:58:00,
Sub-task,Eowyn defeats the Witch-king,Done,2021-11-04 15:34:00,2021-09-16 11:26:00,High,LR-9180,297050,280222.0,Boromir,Aragorn,2021-11-01 11:07:00,12600.0
Sub-task,Frodo and Sam reach Mount Doom,Done,2021-12-16 09:39:00,2021-09-16 11:24:00,High,LR-4477,297044,280222.0,Frodo Baggins,Frodo Baggins,2021-12-10 12:22:00,19800.0
Story,The battle of Pelennor Fields,Done,2022-01-07 22:53:00,2021-10-02 14:29:00,Unspecified,LR-8172,302283,,Samwise Gamgee,Saruman,2021-12-20 12:36:00,
Story,The Paths of the Dead are taken,Done,2021-12-17 09:38:00,2021-10-07 14:15:00,ASAP,LR-6129,303719,,Frodo Baggins,Samwise Gamgee,2021-12-16 09:38:00,11400.0
Story,The fall of Sauron at Barad-dûr,Done,2021-11-08 10:41:00,2021-10-04 15:53:00,URGENT,LR-7271,303128,,Aragorn,Gimli,2021-11-05 10:46:00,
Story,Frodo and Sam reach Mount Doom,Done,2021-11-04 15:35:00,2021-10-01 15:34:00,High,LR-7586,301883,,Frodo Baggins,Samwise Gamgee,2021-10-23 00:37:00,16200.0
Story,Eowyn defeats the Witch-king,Done,2021-11-04 15:35:00,2021-10-14 17:15:00,ASAP,LR-7157,305752,,Samwise Gamgee,Frodo Baggins,2021-10-25 13:38:00,27000.0
Sub-task,The One Ring has been found,Done,2021-11-04 15:34:00,2021-09-16 11:21:00,High,LR-3365,297038,280222.0,Gimli,Frodo Baggins,2021-11-04 09:53:00,10800.0
Story,Saruman's betrayal is revealed,Done,2022-01-30 17:03:00,2021-09-13 18:35:00,Unspecified,LR-2607,296554,,Frodo Baggins,Samwise Gamgee,2022-01-27 17:57:00,
Sub-task,The fall of Sauron at Barad-dûr,Done,2021-11-18 19:11:00,2021-09-16 11:21:00,High,LR-5255,297037,280222.0,Pippin Took,Gandalf,2021-11-13 15:09:00,14400.0
Story,The Mines of Moria are breached,Done,2022-02-12 09:45:00,2021-09-26 12:59:00,High,LR-4627,300478,,Legolas,Gandalf,2022-02-12 09:45:00,14040.0
Sub-task,Saruman's betrayal is revealed,Done,2021-11-04 15:34:00,2021-09-16 11:24:00,High,LR-5052,297046,280222.0,Frodo Baggins,Samwise Gamgee,2021-11-01 15:34:00,12600.0
Story,The fellowship forms in Rivendell,Done,2021-12-16 09:39:00,2021-10-14 16:51:00,High,LR-1882,305741,,Gimli,Frodo Baggins,2021-12-10 14:04:00,
Sub-task,Eowyn defeats the Witch-king,Done,2021-11-08 10:41:00,2021-09-16 11:22:00,High,LR-6381,297040,280222.0,Pippin Took,Gimli,2021-11-04 16:20:00,9000.0
Story,Saruman's betrayal is revealed,Done,2022-02-17 15:09:00,2021-09-13 18:46:00,Unspecified,LR-1423,296570,,Frodo Baggins,Legolas,2022-02-14 14:15:00,
Bug,The fall of Sauron at Barad-dûr,Done,2021-11-29 21:37:00,2021-10-03 11:14:00,High,LR-9086,302542,,Samwise Gamgee,Frodo Baggins,2021-11-27 14:01:00,48600.0
Story,The fall of Sauron at Barad-dûr,Done,2022-01-24 07:34:00,2021-10-15 08:12:00,ASAP,LR-6092,305852,,Legolas,Gandalf,2021-10-29 07:32:00,
Story,The Ents march on Isengard,Done,2021-11-08 10:41:00,2021-10-02 12:35:00,High,LR-7234,302156,,Frodo Baggins,Frodo Baggins,2021-11-05 10:10:00,
Story,The Shire is restored to peace,Done,2021-11-29 21:37:00,2021-09-30 11:50:00,High,LR-5544,301426,,Gimli,Gimli,2021-11-27 14:01:00,45000.0
Story,Eowyn defeats the Witch-king,Done,2022-01-30 17:03:00,2021-09-13 18:39:00,Later,LR-2611,296557,,Aragorn,Saruman,2022-01-29 16:09:00,
Story,The battle of Pelennor Fields,Done,2021-11-08 10:41:00,2021-10-01 14:35:00,URGENT,LR-8512,301852,,Pippin Took,Aragorn,2021-11-04 17:49:00,43200.0
Story,Frodo and Sam reach Mount Doom,Done,2021-11-08 10:42:00,2021-10-15 14:55:00,ASAP,LR-6725,306031,,Legolas,Saruman,2021-11-08 10:12:00,6600.0
Story,The Shire is restored to peace,Done,2022-01-30 17:03:00,2021-09-13 18:29:00,Unspecified,LR-1392,296544,,Boromir,Aragorn,2022-01-28 16:50:00,
Story,The fellowship forms in Rivendell,Done,2022-01-07 22:53:00,2021-10-02 14:36:00,Unspecified,LR-2928,302291,,Frodo Baggins,Aragorn,2021-12-20 12:36:00,
Sub-task,Gollum's betrayal leads to chaos,Done,2021-12-16 09:39:00,2021-09-16 11:27:00,High,LR-9180,297053,280222.0,Gandalf the Grey,Boromir,2021-12-12 09:42:00,36900.0
Story,The fall of Sauron at Barad-dûr,Done,2022-01-21 12:11:00,2021-09-30 09:36:00,Medium,LR-6044,301376,,Gandalf the Grey,Frodo Baggins,2022-01-14 14:31:00,
Story,The Ents march on Isengard,Done,2021-11-22 16:32:00,2021-10-02 14:40:00,Medium,LR-8967,302295,,Legolas,Frodo Baggins,2021-11-22 09:39:00,14400.0
Story,The battle of Pelennor Fields,Done,2022-02-14 08:19:00,2021-09-18 17:44:00,High,LR-1292,298034,,Pippin Took,Aragorn,2022-02-13 18:29:00,
Story,The Shire is restored to peace,Done,2022-02-17 15:09:00,2021-10-01 17:19:00,ASAP,LR-3945,301919,,Aragorn,Legolas,2022-02-17 11:49:00,10800.0
Sub-task,Gollum's betrayal leads to chaos,Done,2021-11-08 10:41:00,2021-09-16 11:27:00,High,LR-4945,297052,280222.0,Legolas,Saruman,2021-11-07 15:15:00,10800.0
Story,Gollum's betrayal leads to chaos,Done,2021-11-18 19:11:00,2021-09-13 20:16:00,URGENT,LR-2209,296592,,Boromir,Boromir,2021-11-12 15:34:00,58200.0
Story,The fall of Sauron at Barad-dûr,Done,2021-11-08 10:41:00,2021-09-17 05:52:00,Medium,LR-3012,297414,,Frodo Baggins,Samwise Gamgee,2021-11-07 15:53:00,14400.0
Story,The Paths of the Dead are taken,Done,2022-01-30 17:03:00,2021-09-13 18:31:00,Unspecified,LR-6675,296546,,Boromir,Frodo Baggins,2022-01-28 16:23:00,
Sub-task,Frodo and Sam reach Mount Doom,Done,2021-11-04 15:35:00,2021-10-16 16:06:00,ASAP,LR-2337,306402,305104.0,Boromir,Saruman,2021-10-21 09:18:00,2100.0
Bug,The battle of Pelennor Fields,Done,2021-11-04 15:35:00,2021-10-18 14:49:00,ASAP,LR-9181,307167,,Samwise Gamgee,Aragorn,2021-10-21 13:30:00,1800.0
Bug,Helm's Deep is under siege,Done,2021-11-04 15:35:00,2021-10-11 14:15:00,ASAP,LR-1313,305104,,Frodo Baggins,Saruman,2021-10-21 09:37:00,42000.0
Bug,The Ents march on Isengard,Done,2021-12-16 09:39:00,2021-10-09 15:11:00,ASAP,LR-1634,304468,,Samwise Gamgee,Frodo Baggins,2021-12-11 11:24:00,5400.0
Bug,Gollum's betrayal leads to chaos,Done,2021-11-18 19:11:00,2021-10-10 16:19:00,ASAP,LR-7550,304795,,Gimli,Frodo Baggins,2021-11-11 10:00:00,21300.0
Bug,The fall of Sauron at Barad-dûr,Done,2021-11-18 19:11:00,2021-10-14 14:10:00,URGENT,LR-9581,305715,,Aragorn,Frodo Baggins,2021-11-12 15:33:00,34200.0
Task,Gollum's betrayal leads to chaos,Done,2022-01-28 12:07:00,2021-10-17 18:52:00,High,LR-4374,306918,,Gimli,Aragorn,2021-11-11 10:55:00,7200.0
Story,The Mines of Moria are breached,Done,2021-10-18 21:44:00,2021-08-02 14:36:00,Unspecified,LR-5735,287739,,Frodo Baggins,Boromir,2021-10-18 21:40:00,
Story,Gollum's betrayal leads to chaos,Done,2021-10-18 21:44:00,2021-08-02 14:25:00,Medium,LR-9699,287732,,Aragorn,Boromir,2021-10-18 21:40:00,
Story,Frodo and Sam reach Mount Doom,Done,2021-10-18 21:44:00,2021-08-02 14:17:00,Unspecified,LR-4995,287727,,Samwise Gamgee,Legolas,2021-10-18 21:40:00,
Story,The One Ring has been found,Done,2021-10-18 21:44:00,2021-08-02 13:44:00,URGENT,LR-5505,287713,,Boromir,Saruman,2021-10-18 21:42:00,
Bug,The fellowship forms in Rivendell,Done,2021-10-18 21:44:00,2021-07-31 14:55:00,Unspecified,LR-5209,287343,,Legolas,Frodo Baggins,2021-10-18 21:40:00,
Bug,The battle of Pelennor Fields,Done,2021-10-18 21:44:00,2021-07-31 14:55:00,URGENT,LR-8089,287342,,Aragorn,Saruman,2021-10-18 21:41:00,
Story,Eowyn defeats the Witch-king,Done,2021-10-18 21:44:00,2021-07-24 17:58:00,ASAP,LR-9037,286230,,Frodo Baggins,Samwise Gamgee,2021-10-18 21:41:00,
Story,The fellowship forms in Rivendell,Done,2021-10-18 21:44:00,2021-07-24 17:57:00,ASAP,LR-3454,286229,,Aragorn,Legolas,2021-10-18 21:41:00,
Story,The fall of Sauron at Barad-dûr,Done,2021-10-18 21:44:00,2021-07-24 17:57:00,URGENT,LR-7543,286228,,Pippin Took,Gimli,2021-10-18 21:42:00,
